index,brand,product,product_type, price ,rating,details,ingredients,url,store
329,Eylure,ProMagnetic Magnetic Eyeliner & Faux Mink Volume Lash System,eyeliner, 16.99 , 2.8 ,"Eylure is revolutionizing false eyelashes with this latest innovation. The ProMagnetic Magnetic Eyeliner & Faux Mink Volume Lash System allows you to adhere your magnetic lashes without any difficulties (or need for glue). This patent pending technology is simple; apply the eyeliner to your eye as you would a normal liquid eyeliner and once its dry apply your magnetic lash onto the liner and you're done! This long lasting, smudge proof formula is easy to use and is safe for daily wears. This kit includes the revolutionary ProMagnetic eyeliner and a pair of full and textured faux mink Volume lashes. Light weight and easy to remove, these lashes will last up to 15 wears!","Water (Auqa), Styrene/Acrylates Copolymer, Butylene Glycol, PEG-40 Hydrogenated Castor Oil, Alcohol Denat., Phenoxyethanol, Iron Oxide Black (CI 77499).",https://www.ulta.com/promagnetic-magnetic-eyeliner-faux-mink-volume-lash-system?productId=pimprod2009575,Ulta
330,IT Cosmetics,Superhero Liner,eyeliner, 24.00 , 4.0 ,"Developed with plastic surgeons, Superhero Liner gives your eyes superhero powers and instant definition in one simple stroke. Whether you want to create thin, thick or cat-eye strokes, this innovative liner pen makes it easier than ever - and features a unique IT Cosmetics Heavenly Skin brush hair tip that literally does the work for you! Unlike typical felt-tip liners, this luxurious brush hair tip won't fray and applies your liner with effortless precision.Featuring proprietary Elastic Stretch No-Skip 'Technology and a Triple Black Pigment Complex, your Superhero Liner creates a supersaturated, super black, super flawless line that won't budge or smudge and becomes one with your lashes - no gaps or empty space! Combined with lash-enhancing superpower ingredients including peptides, collagen, biotin, keratin and kaolin clay, this groundbreaking liner truly transforms your eyes and saves the day. You do IT all... now your liner does, too!Clinically tested results!24HR waterproof*100% say it enhanced their eye's natural beauty*97% saw a full lash line**Results observed in a clinical study.Pairs perfectly with IT Brushes for ULTA Airbrush Smokey Liner Brush #125.","Aqua/Water/Eau, Styrene/Acrylates Copolymer, Butylene Glycol, Alcohol, 1,2-Hexanediol, Acrylates/Octylacrylamide Copolymer, Beheneth-30, Pentylene Glycol, Glycerin, Kaolin, Acetyl Hexapeptide-8, Hydrolyzed Keratin, Biotin, Copper Tripeptide-1, Hydrolyzed Collagen, Equisetum Arvense Extract, Urtica Dioica (Nettle) Leaf Extract, Hydrolyzed Silk, Panthenol, Acacia Senegal Gum, Tropolone, PEG-40 Hydrogenated Castor Oil, PPG-26-Buteth-26, Sodium Benzoate, Potassium Sorbate, Phenoxyethanol, Ethylhexylglycerin, Chenopodium Quinoa Extract, Sodium Hydroxide, Oryza Sativa (Rice) Extract, Caprylyl Glycol, Sambucus Nigra Fruit Extract, Black 2 (CI 77266), Iron Oxides (CI 77499).",https://www.ulta.com/superhero-liner?productId=xlsImpprod16411311,Ulta
331,NYX Professional Makeup,Slide On Eye Pencil,eyeliner, 8.00 , 4.2 ,"Don't let the softness of this eyeliner pencil fool you! NYX Professional Makeup Slide On Eye Pencil is silky soft yet delivers a powerful robust color to line eyes. NYX Professional Makeup's formula is waterproof, doesn't smear or smudge, and provides extreme color.","Esmeralda: Cyclopentasiloxane, Isododecane, Synthetic Wax, Polybutene, Simmondsia Chinensis (Jojoba) Seed Oil, Hydrogenated Cottonseed Oil, Ceresin, Ozokerite, Microcrystalline Wax / Cera Microcristallina / Cire Microcristalline, Tocopherol, Ascorbyl Palmitate, Phenoxyethanol. May Contain: Mica, Titanium Dioxide (CI 77891), Carmine (CI 75470), Iron Oxides (CI 77499, 77492, 77491), Ultramarines (CI 77007), Ferric Ferrocyanide (CI 77510), Black 2 (CI 77266), Yellow 5 Lake (CI 19140), Blue 1 Lake (CI 42090).",https://www.ulta.com/slide-on-eye-pencil?productId=xlsImpprod3490137,Ulta
332,MAC,Liquidlast Liner,eyeliner, 22.00 , 4.3 ,"M·A·C Liquidlast Liner is an eyeliner that combines long-lasting wear with a non-smudge, non-flake precision line. Goes on effortlessly. Applies with its own brush to draw a perfectly defined line.Benefits:Ophthalmologist testedLong-wearing, 24 hour wearTransfer-resistantWaterproofFind ULTA Beauty stores that carry M·A·C.",No listed,https://www.ulta.com/liquidlast-liner?productId=xlsImpprod15921184,Ulta
333,NYX Professional Makeup,Vivid Brights Eyeliner,eyeliner, 7.00 , 4.1 ,"Line your lids with vibrant color with NYX Professional Makeup's Vivid Brights Eye Liner. Available in a variety of incredible shades, these pro-level liners deliver instant and intense color payoff. Each versatile shade features an easy-to-use brush applicator to make precision lining a breeze!","Water / Aqua / Eau, Acrylates / Octylacrylamide Copolymer, Propylene Glycol, Magnesium Aluminum Silicate, Acetyl Tributyl Citrate, Aminomethyl Propanol, Xanthan Gum, Triethyl Citrate, Triethylhexyl Trimellitate, Ethyl Lactate, Disodium EDTA, Ethylhexylglycerin, Phenoxyethanol. May Contain: Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, 77492, 77499), Carmine (CI 75470), Chromium Oxide Greens (CI 77288), Ultramarines (CI 77007).",https://www.ulta.com/vivid-brights-eyeliner?productId=xlsImpprod13461009,Ulta
334,Ardell,Magnetic Liner & Accent 002 Lash Kit,eyeliner, 15.00 , 3.8 ,"The Magnetic Liner & Accent 002 Lash Kit is the easiest way to apply your favorite Ardell lashes. Stay-put gel formula eyeliner in matte black creates an intense line, and holds your magnetic lashes in place! The benefit of Magnetic Liner & Accent 002 Lash Kit vs regular Ardell Magnetic Lashes is that it creates a more natural lash look as the lash is applied right on top of the liner at your natural lash line.Benefits:Eyeliner shade is a highly pigmented matte blackIncludes eyeliner brush for precise and optimal applicationKit includes 1 pair of magnetic versions of top selling Ardell lash styles",No listed,https://www.ulta.com/magnetic-liner-accent-002-lash-kit?productId=pimprod2009624,Ulta
335,MAC,Technakohl Liner,eyeliner, 19.00 , 4.2 ,"A mechanical pencil-style liner. Its formula is soft and creamy with intense, rich colour. Blends on application: Dries quickly to a long-wearing, no-smudge finish. Versatile. An easy way to line the top and lower lash line of the eye. When applied at a 90 degree angle, provides a thin precision line. For thicker application, apply at a flat angle.Find ULTA Beauty stores that carry M·A·C.",No listed,https://www.ulta.com/technakohl-liner?productId=xlsImpprod17071443,Ulta
336,NYX Professional Makeup,Slim Eye Pencil,eyeliner, 4.50 , 4.0 ,"Classic, best-selling NYX Professional Makeup eye pencil:  Applies smoothly and is easy to blend Does not tug, pull, smear or clump Contains Coconut Oils to hydrate and condition Is available in an astounding number of eye-popping shades ","Black: Microcrystalline Wax / Cera Microcristallina / Cire Microcristalline, Caprylic / Capric Triglyceride, Ricinus Communis (Castor) Seed Oil, Talc, Hydrogenated Coconut Oil, Beeswax / Cera Alba / Cire d'abeille, Copernicia Cerifera (Carnauba) Wax / Copernicia Cerifera Cera / Cire de Carnauba, Euphorbia Cerifera (Candelilla) Wax / Euphorbia Cerifera Cera / Cire de Candelilla, Silica, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate. May Contain: Iron Oxides (CI 77491, 77492, 77499), Titanium Dioxide (CI 77891), Manganese Violet (CI 77742), Ferric Ammonium Ferrocyanide (CI 77510), Ultramarines (CI 77007), Yellow 5 Lake (CI 19140), Blue 1 Lake (CI 42090).",https://www.ulta.com/slim-eye-pencil?productId=xlsImpprod2150076,Ulta
337,Tarte,Sugar Rush - Easy On The Eyes Clay Liner,eyeliner, 19.00 , 4.1 ,"Sweet & Simple. Get the perfect line every time that lasts for 16 hours (yaaaasss!) with Tarte's Sugar Rush - Easy On The Eyes Clay Liner, a waterproof, creamy clay pencil liner that easily glides on lids. Swipe on & you're off!  Let's Chat About It:  Creamy formula easily glides on without budging or smudging Weightless & waterproof to stay put all day & night - even on your waterline! The twist-up top & built-in sharpener lets you create a crisp line every time Formulated with clay to deliver vibrant, saturated color in an easy-to-use eyeliner pencil   The Sugar On Top:  Ophthalmologist tested Safe for inner rim Safe for contact lens wearers Waterproof Wmudgeproof 16-hour wear   #sugarrush #sugarsquad","Black: Trimethylsiloxysilicate, Isohexadecane, Isododecane, Polyethylene, Synthetic Wax, Silica, Ceresin, Polyisobutene, Dimethicone, Kaolin, Iron Oxides (CI 77499).",https://www.ulta.com/sugar-rush-easy-on-eyes-clay-liner?productId=pimprod2009187,Ulta
338,MAC,Eye Kohl,eyeliner, 19.00 , 4.1 ,"M·A·C Eye Kohl is an eye liner with rich colour and a silky smooth, matte/pearl finish. A soft pencil liner that lines, defines and shades the eyes with rich colour and a silky smooth, matte/pearl finish. Ophthalmologist tested.Find ULTA Beauty stores that carry M·A·C.",No listed,https://www.ulta.com/eye-kohl?productId=xlsImpprod17071415,Ulta
339,ColourPop,BFF Liquid Liner,eyeliner, 8.00 , 3.9 ,"Only at ULTA!Introducing BFF Liquid Liner, ColourPop's first ever precision felt tip liquid eyeliner pen. The easy to use, flexible tip glides on smoothly with intense pigmentation in one swipe without skipping or tugging. She's with you from thin to thick, from a sleek wing to a full-on cat eye, she'll build you up and won't let you down. Find a friend that keeps you looking sharp all day, this transfer resistant formula won't smudge, feather or run.Benefits:VeganCruelty Free","Water, Styrene/Acrylates Copolymer, Butylene Glycol, Beheneth-30, Sodium Polyaspartate, Phenoxyethanol, Pentylene Glycol, Aminomethyl Propanol, 1,2-Hexanediol, Caprylyl Glycol, Ethylhexylglycerin, Disodium Edta, Sodium Dehydroacetate, Black 2 (CI 77266), Ferric Ammonium Ferrocyanide (CI 77510).",https://www.ulta.com/bff-liquid-liner?productId=pimprod2009525,Ulta
340,Benefit Cosmetics,BADgal BANG! 24 Hour Eyeliner Pencil,eyeliner, 20.00 , 4.4 ,"Get bold definition with Benefit's BADgal BANG! 24 Hour* Eyeliner Pencils. These rich, creamy, waterproof** eyeliners glide on smooth and set to a transfer-resistant matte finish. Includes a built-in smudger for smokey eyes in seconds. Available in four shades that'll flatter everyone!Benefits:24 Hour* Longwear eye pencilWaterproof**, transfer-resistantAutomatic, no-sharpen tipBuilt-in smudger*Instrumental test on 20 women.**Instrumental test on 22 women.","Black: Dimethicone, Synthetic Wax, Polymethylsilsesquioxane, Sucrose Tetrastearate Triacetate, Silica, Polybutene, Coco-Caprylate/Caprate, Hydrogenated Jojoba Oil, Trimethylsiloxysilicate/Dimethiconol Crosspolymer, Trimethylpentanediol/Adipic Acid/Glycerin Crosspolymer, Mica, Silica Silylate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate. May Contain: CI 19140 (Yellow 5, Yellow 5 Lake), CI 42090 (Blue 1 Lake), CI 75470 (Carmine), CI 77007 (Ultramarines), CI 77163 (Bismuth Oxychloride), CI 77266 [Nano] (Black 2), CI 77288 (Chromium Oxide Greens), CI 77289 (Chromium Hydroxide Green), CI 77491, CI 77492, CI 77499 (Iron Oxides), CI 77510 (Ferric Ferrocyanide, Ferric Ammonium Ferrocyanide), CI 77742 (Manganese Violet), CI 77891 (Titanium Dioxide).Please read the ingredient list on the packaging of your product to be sure that the ingredients are appropriate for your personal use.",https://www.ulta.com/badgal-bang-24-hour-eyeliner-pencil?productId=pimprod2007034,Ulta
341,Maybelline,Eye Studio Master Precise Liquid Eyeliner,eyeliner, 8.99 , 3.8 ,"Master the art of the winged eyeliner with the Allure Best of Beauty Award Winner 2013. Maybelline New York's Eyestudio Master Precise Liquid Eyeliner delivers intense precision for the most defined line. The liquid eyeliner features an ultra-fine 0.4 millimeter brush felt tip to deliver precise definition in one single stroke. The ink intensity pen's continuous flow provides smooth even lines for the perfect cat eye. The highly pigmented formula will keep your eyeliner look last all day, for up to 12 hours.The waterproof and smudge proof liquid eyeliner is fragrance free and is ophthalmologist and dermatologist tested.Suitable for sensitive eyes and contact lens wearers.","Aqua/Water/Eau, Butylene Glycol, PEG-60 Hydrogenated Castor Oil, Styrene/Acrylates/Ammonium Methacrylate Copolymer, Coco-Glucoside, Phenoxyethanol, Potassium Sorbate, Citric Acid, Disodium EDTA, Sodium Laureth-12 Sulfate, Trisodium EDTA, Methylparaben, Propylparaben, Iodopropynyl Butylcarbamate. May Contain: CI 7266/Black 2.",https://www.ulta.com/eye-studio-master-precise-liquid-eyeliner?productId=xlsImpprod4070011,Ulta
342,LORAC,Front of the Line PRO Liquid Eyeliner,eyeliner, 23.00 , 4.4 ,"This high-performing no-smudge, no-budge, waterproof Front of the Line PRO Liquid Eye Liner by LORAC boasts a unique automatic delivery system that provides a clean, precise application with its easy to use brush tip unlike other liquid liners that can be difficult and clumsy to apply.Benefits:The flexible brush tip provides ultimate control, accuracy and smooth strokesEasy and effortless for anyone to get a clean, precise line from very fine to dramatically boldUnique formula contains a special polymer that creates an extremely long-lasting effectPackaging may vary from image shown.","Brown: Water, Butylene Glycol, Ammonium Styrene / Acrylates Copolymer, Sodium Polyaspartate, Beheneth-30, Phenoxyethanol, Methylparaben, Propylparaben, Disodium EDTA, Iron Oxides (CI 77492, CI 77491, CI 77499).",https://www.ulta.com/front-of-line-pro-liquid-eyeliner?productId=xlsImpprod1400042,Ulta
343,Stila,Stay All Day Waterproof Liquid Eyeliner - Micro Tip,eyeliner, 22.00 , 3.9 ,"Stila's #1 selling waterproof liquid eyeliner formula, now with an even finer, ultra-thin tip! Line and define, with precise strokes. Stay All Day Waterproof Liquid Eyeliner - Micro Tip is perfect for filling in the spaces between lashes to quickly and easily make lashes appear fuller. The formula glides on with ease, dries quickly and won't smudge or run, day-into-night.","Water/Aqua/Eau, Ammonium Styrene/Acrylates Copolymer, Butylene Glycol, Alcohol, Beheneth-30, Acrylates/Octylacrylamide Copolymer, Phenoxyethanol, Methylparaben, Polyglyceryl-3 Disiloxane Dimethicone, Propylparaben, Sodium Hydroxide, Disodium EDTA, Sodium Benzoate, Black 2 (CI 77266) (Nano).",https://www.ulta.com/stay-all-day-waterproof-liquid-eyeliner-micro-tip?productId=xlsImpprod18121001,Ulta
344,NARS,Mini Eye Trio,eyeliner, 24.00 , 4.5 ,"Only at ULTA.A NARS Mini Eye Trio of Climax Mascara, High-Pigment Longwear Eyeliner and Smudge Proof Eyeshadow Base.A $35 Value.Mini Eye Trio includes:Climax Mascara (0.08 oz)High-Pigment Longwear Eyeliner (0.02 oz)Smudge Proof Eyeshadow Base (0.26 oz)Reach your climax with explosive volume-building mascara. Lash moisture complex in NARS Climax Mascara allows for a whipped, creamy formula that lifts and builds without clumping or smudging. Lashes feel soft, never heavy or stiff. The exclusive, full-bodied brush has ribbed bristles that capture and coat each lash for an instant, intense effect. Blackened pigments are smoothly wrapped from root to tip for rich color and bold dimension.NARS High-Pigment Longwear Eyeliner delivers unprecedented intensity in just one swipe. Blendable, gel-like formula glides on with comfortable ease, instantly depositing rich color that sets in exactly where you want it and wears for up to 12 hours. Sharpenable tip is perfect for creating a precise line, tightlining, smudging for a smoky effect and waterline application.No smudging, creasing or caking. NARS Smudge Proof Eyeshadow Base is the insider trick of the trade, creating a seamless canvas that keeps cream and powder color looking brilliant, fresh and just-applied all day long. A polymer and mineral-powder blend establishes a firm grip on color ensuring hours and hours of gorgeous wear. Fortified with a special deep-sea extract and an antioxidant rice extract, the Smudge Proof Eyeshadow Base dries on contact and keeps the delicate eyelid smooth and prepared for color application.","Climax Mascara: Water/Aqua/Eau, Paraffin, Glyceryl Stearate, Synthetic Beeswax, Stearic Acid, Butylene Glycol, Acacia Senegal Gum, Palmitic Acid, Polybutene, Oryza Sativa (Rice) Bran Wax, VP/Eicosene Copolymer, Ozokerite, Aminomethyl Propanol, Hydrogenated Vegetable Oil, Stearyl Stearate, Hydroxyethylcellulose, Tropolone, Phenoxyethanol, Iron Oxides (CI 77499).High-Pigment Longwear Eyeliner: Dimethicone, Synthetic Wax, Trimethylsiloxysilicate, C20-24 Alkyl Dimethicone, Phenylpropyldimethylsiloxysilicate, Dicalcium Phosphate, Polyethylene, Calcium Silicate, Disiloxane, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Rubus Idaeus (Raspberry) Leaf Extract, Caprylic/Capric Triglyceride, Polyhydroxystearic Acid, Disteardimonium Hectorite, Propylene Carbonate, Synthetic Fluorphlogopite, Calcium Sodium Borosilicate, Silica, Tin Oxide. May Contain: Titanium Dioxide (CI 77891), Iron Oxides (CI 77499).Smudge Proof Eyeshadow Base: Isododecane, Talc, Cyclopentasiloxane, Disteardimonium Hectorite, VP/Eicosene Copolymer, Dimethicone, Cetyl Ethylhexanoate, Sorbitan Sesquioleate, Trimethylsiloxysilicate, Caprylic/Capric Triglyceride, Propylene Carbonate, PEG-40 Stearate, Sorbitan Olivate, Phenoxyethanol, Tocopheryl Acetate, Cera Alba (Beeswax), Diethylhexyl Syringylidenemalonate, Oryza Sativa [Oryza Sativa (Rice) Bran Extract], Triethoxycaprylylsilane, Castor Oil Phosphate, Sea Whip Extract, Mica, CI 77891 (Titanium Dioxide), CI 77163 (Bismuth Oxychloride).",https://www.ulta.com/mini-eye-trio?productId=pimprod2009090,Ulta
345,Benefit Cosmetics,BADgals Lash & Line Eye Set,eyeliner, 32.00 , 5.0 ,"A $58 value.Lash & line like a BADgal! Get full-blast volumized lashes and bold, defined eyes with Benefit's BADgals Lash & Line Eye Set. This value set features two of Benefit's bestselling BADgal BANG! volumizing mascaras - a full size intense pitch black & brightening blue mini. Paired with BADgal BANG! 24 Hour Eye Pencil in creamy, matte black to give your lashes & liner some serious BADitude!BADgals Lash & Line Eye Set includes: Full Size BADgal Bang! Volumizing Mascara in Intense Pitch Black (0.3 oz)Mini BADgal Bang! Volumizing Mascara in Brightening Blue (0.14 oz)Full Size BADgal Bang! 24 Hour Eye Pencil in Pitch Black (0.009 oz)","BADgal Bang Mascara In Intense Pitch Black: Aqua (Water), Paraffin, Cera Alba (Beeswax), Glyceryl Stearate, Butylene Glycol, Acrylates Copolymer, Euphorbia Cerifera (Candelilla) Wax, Copernicia Cerifera (Carnauba) Wax, Polybutene, Steareth-21, Vp/Eicosene Copolymer, Palmitic Acid, Stearic Acid, Phenoxyethanol, Steareth-2, Aminomethyl Propanediol, Panthenol, Caprylyl Glycol, Hydroxyethylcellulose, Silica Silylate, Tocopheryl Acetate, Nylon-12, Bht. CI 19140 (Yellow 5, Yellow 5 Lake), CI 42090 (Blue 1 Lake), CI 77007 (Ultramarines), CI 77163 (Bismuth Oxychloride), CI 77288 (Chromium Oxide Greens), CI 77289 (Chromium Hydroxide Green), CI 77491, CI 77492, CI 77499 (Iron Oxides), CI 77510 (Ferric Ferrocyanide, Ferric Ammonium Ferrocyanide), CI 77742 (Manganese Violet), CI 77891 (Titanium Dioxide).BADgal Bang Eye Liner: Dimethicone, Synthetic Wax, Polymethylsilsesquioxane, Sucrose Tetrastearate Triacetate, Silica, Polybutene, Coco-Caprylate/Caprate, Hydrogenated Jojoba Oil, Trimethylsiloxysilicate/Dimethiconol Crosspolymer, Trimethylpentanediol/Adipic Acid/Glycerin Crosspolymer, Mica, Silica Silylate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate. CI 19140 (Yellow 5, Yellow 5 Lake), CI 42090 (Blue 1 Lake), CI 75470 (Carmine), CI 77007 (Ultramarines), CI 77163 (Bismuth Oxychloride), CI 77266 [Nano] (Black 2), CI 77288 (Chromium Oxide Greens), CI 77289 (Chromium Hydroxide Green), CI 77491, CI 77492, CI 77499 (Iron Oxides), CI 77510 (Ferric Ferrocyanide, Ferric Ammonium Ferrocyanide), CI 77742 (Manganese Violet), CI 77891 (Titanium Dioxide).BADgal Bang Brightening Blue Mascara: Aqua (Water), Paraffin, Cera Alba (Beeswax), Glyceryl Stearate, Butylene Glycol, Acrylates Copolymer, Euphorbia Cerifera (Candelilla) Wax, Copernicia Cerifera (Carnauba) Wax, Polybutene, Silica, Steareth-21, Vp/Eicosene Copolymer, Palmitic Acid, Stearic Acid, Phenoxyethanol, Steareth-2, Aminomethyl Propanediol, Caprylyl Glycol, Panthenol, Hydroxyethylcellulose, Silica Silylate, Tocopheryl Acetate, Methicone, Nylon-12. CI 19140 (Yellow 5, Yellow 5 Lake), CI 42090 (Blue 1 Lake), CI 77007 (Ultramarines), CI 77163 (Bismuth Oxychloride), CI 77288 (Chromium Oxide Greens), CI 77289 (Chromium Hydroxide Green), CI 77491, CI 77492, CI 77499 (Iron Oxides), CI 77510 (Ferric Ferrocyanide, Ferric Ammonium Ferrocyanide), CI 77742 (Manganese Violet), CI 77891 (Titanium Dioxide).Product ingredient listings are updated periodically. Before using a Benefit product, please read the ingredient list on the packaging of your product to be sure that the ingredients are appropriate for your personal use.",https://www.ulta.com/badgals-lash-line-eye-set?productId=pimprod2010474,Ulta
346,Eyeko,Black Magic Eyeliner,eyeliner, 22.00 , 4.6 ,"Created in Japan and inspired by traditional calligraphy brushes, Eyeko Black Magic Liquid Eyeliner, their latest precision brush tip liner makes application effortless even for liquid liner novices. Smooth, fluid single stroke colour glides on and stays on for on all day finish without fading.Benefits:Contains Widelash with a tripeptide boost to promote lash growth for up to 3x more length and volume in 15 daysJapanese precision brush tip for single stroke colourWaterproof, long-wear, fade-proofCarbon Black""Easy To Use And Good For Your Lashes? Count Us In"" -nylon","Aqua (Water), Butylene Glycol, Acrylates Copolymer, Alcohol, Steareth-20, Glycerin, Bentonite, Biotinoyl Tripeptide-1, Cellulose Gum, Citric Acid, Glyceryl Stearate, Panthenol, PEG-40 Hydrogenated Castor Oil, Phenoxyethanol, Polyglyceryl-10 Oleate, PVP, Simethicone, Sodium Citrate, Sodium Dehydroacetate, Sorbitan Stearate. May Contain: CI 77266 (Black 2).",https://www.ulta.com/black-magic-eyeliner?productId=xlsImpprod13631061,Ulta
347,Benefit Cosmetics,Roller Liner Liquid Eyeliner Mini,eyeliner, 12.00 , 3.8 ,"Get MATTE, get even!Now available in a perfect, 'try-me' size mini, glide on a smooth & precise line with Benefit's Roller Liner True Matte Liquid Eyeliner in black! Perfect for creating any look, from a thin line to a dramatic cat eye, this matte liquid liner features an easy-glide precision felt tip for sharp, controlled lines and a super-smooth application that won't drag!Shade:Black The quick-dry, waterproof* formula lasts 24-hours** and dries to a natural-matte finish. It doesn't fade, flake, bleed or smudge...so you can let the good times roll all day & night!*Instrumental test on 21 women**Instrumental test on 20 womenResults:94% said it creates a smooth continuous line***93% said it doesn't tug or drag on skin***91% said it stays put******Self-evaluation by 101 women after week 1","Aqua (Water), Methylpropanediol, Styrene/Acrylates Copolymer, Styrene/Acrylates/Ammonium Methacrylate Copolymer, Cellulose, PEG-60 Hydrogenated Castor Oil, Coco-Glucoside, Poloxamer 407, Citric Acid, Phenoxyethanol, Potassium Sorbate, Phenylpropanol, Sodium Benzoate, Sodium Laureth-12 Sulfate, Sodium Lauryl Sulfate, Caprylyl Glycol, Sodium Dehydroacetate, BHT. May Contain: CI 19140 (Yellow 5, Yellow 5 Lake), CI 42090 (Blue 1 Lake), CI 77007 (Ultramarines), CI 77163 (Bismuth Oxychloride), CI 77266 (Black 2 [Nano]), CI 77288 (Chromium Oxide Greens), CI 77289 (Chromium Hydroxide Green), CI 77491, CI 77492, CI 77499 (Iron Oxides), CI 77510 (Ferric Ferrocyanide, Ferric Ammonium Ferrocyanide), CI 77742 (Manganese Violet), CI 77891 (Titanium Dioxide).Please read the ingredient list on the packaging of your product to be sure that the ingredients are appropriate for your personal use.",https://www.ulta.com/roller-liner-liquid-eyeliner-mini?productId=pimprod2002654,Ulta
348,L'Oréal,Infallible Never Fail Eyeliner,eyeliner, 9.49 , 4.2 ,"Create classic to bold eye designs with L'Oreal's Infallible Never Fail Mechanical Eyeliner. The rich and creamy formula glides on easily and evenly for fade-proof color that stays all day. Use the built-in smudger and sharpener to create versatile eye looks for any occasion.Benefits:16-hour wearMechanical pencil eyelinerRich, crème formulaBuilt in sharpener and smudgerSmudge-proof","Cyclopentasiloxane, Hydrogenated Olive Oil Stearyl Esters, Polyethylene, Polybutene, Silica Silylate, Candelilla Cera / Candelilla Wax / Cire De Candelilla, Cera Microcristallina / Microcrystalline Wax / Cire Microcristalline, Octyldodecanol, Theobroma Grandiflorum Seed Butter, Sodium Ascorbyl Phosphate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Echium Plantagineum Seed Oil, Tocopheryl Nicotinate, Zinc Gluconate, Sodium Hyaluronate, Magnesium Aspartate, Aqua / Water / Eau, Helianthus Annuus Seed Oil Unsaponifiables / Sunflower Seed Oil Unsaponifiables, Cardiospermum Halicacabum Flower / Leaf / Vine Extract, Copper Gluconate, Tocopherol, Ascorbyl Palmitate, Lecithin. May Contain: CI 77491, CI 77492, CI 77499 / Iron Oxides, CI 77891 / Titanium Dioxide, CI 77007 / Ultramarines, Mica, CI 77742 / Manganese Violet, CI 77510 / Ferric Ferrocyanide, CI 77288 / Chromium Oxide Greens, CI 75470 / Carmine, CI 77266 / Black 2.",https://www.ulta.com/infallible-never-fail-eyeliner?productId=xlsImpprod930182,Ulta
349,MAC,Brushstroke Liner,eyeliner, 22.00 , 4.1 ,"Add a painterly touch to eyeliner application. Brushstroke Liner features a precision brush tip that makes liquid lining sharp, fast, and easy. This mistake-proof, tapered-tip pen creates the perfect line - thick or thin - in one sweep. For the finest line, use the brush tip; for a bolder one, try the brush's flat side. Smudge-proof and budge-resistant, this liner offers superior, intense colour in black or brown that wears strong all day long, yet removes with just warm water.Find ULTA Beauty stores that carry M·A·C.","Water / Aqua / Eau, Butylene Glycol, Alcohol, Ammonium Acrylates Copolymer, Acrylates Copolymer, 1,2-Hexanediol, Tocopherol, Ethylhexylglycerin, Sucrose Palmitate, Simethicone, Sorbitan Laurate, Sorbitan Palmitate, Sorbitan Trioleate, Hydrogenated Palm Glycerides, Aminomethyl Propanol, Beheneth-30, Phenoxyethanol. May Contain: Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491), Iron Oxides (CI 77499), Iron Oxides (CI 77492), Black 2 (CI 77266), Blue 1 Lake (CI 42090), Carmine (CI 75470), Chromium Hydroxide Green (CI 77289), Chromium Oxide Greens (CI 77288), Ferric Ammonium Ferrocyanide (CI 77510), Ferric Ferrocyanide (CI 77510), Ultramarines (CI 77007), Yellow 5 Lake (CI 19140).Please read the ingredient list on the packaging of your product to be sure that the ingredients are appropriate for your personal use.",https://www.ulta.com/brushstroke-liner?productId=xlsImpprod15921106,Ulta
350,L.A. Girl,Ultimate Eye Intense Wear Auto Eye Liner,eyeliner, 4.99 , 4.4 ,L.A. Girl's Ultimate Eye Intense Wear Auto Eye Liner has a smooth gel-like formula that lines and defines eyes with intense color payoff! Precise yet soft formula is easy to blend and lasts all day without smudging or smearing. Gel grip allows comfort and ease of application in a quick twist. Formula is dermatologist and ophthalmologist tested and free of preservatives.,"Trimethylsiloxysilicate, Synthetic Wax, Hydrogenated Polyisobutene, Hydrogenated Poly (C6-14 Olefin), Hydrogenated Polydecene, Polybutene, Silica Silylate, Rhus Succedanea Fruit Wax, Ethylene/Propylene Copolymer, Copernicia Cerifera (Carnauba) Wax, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate. May Contain/ Peut Contenir : Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Black 2 (Ci 77266), Mica (Ci 77019), Ultramarines (Ci 77007), Ferric Ferrocyanide (Ci 77510), Titanium Dioxide (Ci 77891), Carmine (Ci 75470).",https://www.ulta.com/ultimate-eye-intense-wear-auto-eye-liner?productId=xlsImpprod17631431,Ulta
